350,1.843133197,0.150680173
355,1.836294137,0.16217857
360,1.827256361,0.189382065
365,1.818896525,0.205218106
370,1.823324381,0.20353751
375,1.850942582,0.199160768
380,1.866013253,0.179788811
385,1.825919111,0.144479312
390,1.775489533,0.118959213
395,1.706500168,0.125468817
400,1.632180474,0.142360281
405,1.532881695,0.181907757
410,1.442488498,0.230470117
415,1.373488824,0.29854942
420,1.289172968,0.396507011
425,1.240864883,0.517041536
430,1.212159646,0.628840649
435,1.233066417,0.747800389
440,1.264251565,0.871487329
445,1.317031435,0.989490282
450,1.387530189,1.100796552
455,1.457555099,1.196695042
460,1.542054297,1.271575024
465,1.642882551,1.338828929
470,1.818377659,1.391210698
475,1.976298189,1.399176999
480,2.120189605,1.383652399
485,2.264933169,1.327917153
490,2.394060823,1.257760042
495,2.510487556,1.175994761
500,2.618751678,1.093906126
505,2.676341841,0.990160047
510,2.718529162,0.895371975
515,2.721936887,0.798973446
520,2.719998472,0.72524827
525,2.693020218,0.655980479
530,2.661219483,0.614288823
535,2.620502436,0.591475354
540,2.595050312,0.609943479
545,2.624473138,0.659141034
550,2.677715255,0.703041401
555,2.808692381,0.682670189
560,2.919173558,0.633289677
565,2.961216648,0.522064796
570,2.98320168,0.431776453
575,2.941998006,0.34141733
580,2.892814546,0.253058633
585,2.846987,0.175026378
590,2.795921092,0.133432938
595,2.737755868,0.104464187
600,2.683386747,0.077326149
605,2.641240301,0.067909787
610,2.601424886,0.06483801
615,2.56821535,0.060770276
620,2.544380173,0.054576131
625,2.518292586,0.055543198
630,2.493321586,0.054783468
635,2.471095036,0.050391174
640,2.450424477,0.044246916
645,2.433651226,0.035492801
650,2.415288971,0.029888654
655,2.400413674,0.032216445
660,2.385342033,0.037342921
665,2.372504172,0.03898966
670,2.360703402,0.039707697
675,2.351264874,0.044203338
680,2.341534744,0.047642975
685,2.333308905,0.048407847
690,2.32464977,0.050341603
695,2.31697594,0.050463579
700,2.30842337,0.051787008
705,2.305104555,0.055286297
710,2.299886034,0.056295032
715,2.295606582,0.0562898
720,2.28972501,0.061832412
725,2.286338851,0.063799863
730,2.282841231,0.063770659
735,2.279605939,0.063914434
740,2.274114433,0.069486864
745,2.271033084,0.071899591
750,2.267247906,0.073888245
755,2.257844607,0.07313469
760,2.247613106,0.071886024
765,2.245593665,0.071031111
770,2.241340992,0.069730246
775,2.23993257,0.069199355
780,2.236653283,0.0674305
785,2.233525572,0.06684978
790,2.231139103,0.066852027
795,2.230554888,0.06481389
800,2.227410258,0.063466116
805,2.224256025,0.06333087
810,2.222995959,0.062159197
815,2.222901096,0.062159139
820,2.221141021,0.06107512
825,2.220586271,0.059811677
830,2.218161232,0.059813491
835,2.21492477,0.059443354
840,2.211643772,0.058643148
845,2.211781027,0.057467923
850,2.208888447,0.057467864
855,2.208646621,0.057046624
860,2.205109776,0.056295021
865,2.202333994,0.053824866
870,2.202482068,0.053063355
875,2.200649257,0.05348173
880,2.198883343,0.052776608
885,2.196242776,0.052776609
890,2.193187498,0.052781025
895,2.193195126,0.051604077
900,2.189914284,0.050428459
905,2.190025531,0.049836539
910,2.189995388,0.050034614
915,2.186677368,0.048113621
920,2.184348783,0.04808632
925,2.183898491,0.047820319
930,2.180711994,0.046912586
935,2.180692377,0.046911176
940,2.181033059,0.045739807
945,2.177602998,0.045739727
950,2.177441885,0.045739727
